Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,class_name
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,medium,heavy,heavy,heavy,medium,young
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,medium_age
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,medium_age
I,small,small,small,light,light,light,light,young
I,small,small,medium,light,light,light,light,young
I,small,small,medium,medium,medium,medium,medium,young
M,small,small,small,light,light,light,light,young
I,small,small,medium,light,light,medium,light,young
I,small,small,medium,light,light,light,medium,medium_age
I,small,small,small,light,medium,light,light,young
M,small,small,high,light,light,light,medium,young
I,medium,small,medium,medium,medium,medium,light,young
I,medium,small,small,light,light,light,light,young
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,small,medium,light,light,light,light,young
I,medium,medium,small,medium,medium,medium,medium,young
I,medium,medium,small,medium,medium,medium,medium,young
I,medium,medium,small,medium,medium,medium,medium,young
I,medium,small,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,light,young
F,medium,small,small,medium,medium,medium,light,young
I,medium,small,medium,light,light,medium,light,medium_age
I,medium,small,small,light,light,medium,light,medium_age
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,light,light,light,medium,young
M,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,small,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,medium,medium,medium,medium,medium,young
M,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,small,medium,medium,medium,medium,young
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,light,light,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,old_age
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,high,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
M,medium,medium,medium,medium,medium,heavy,medium,medium_age
I,medium,medium,medium,medium,medium,light,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,small,small,light,medium,light,medium,young
I,medium,medium,medium,medium,medium,light,medium,young
M,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,old_age
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,medium,medium,light,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,young
I,medium,medium,medium,medium,medium,medium,medium,old_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,young
M,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
F,medium,medium,medium,medium,medium,medium,medium,medium_age
M,medium,medium,medium,medium,medium,medium,medium,medium_age
M,medium,medium,medium,medium,medium,medium,medium,medium_age
F,medium,medium,medium,medium,medium,medium,medium,young
M,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,high,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,old_age
M,medium,medium,high,medium,medium,medium,medium,young
I,medium,medium,medium,medium,medium,medium,medium,medium_age
F,medium,large,medium,heavy,heavy,heavy,heavy,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
M,medium,large,high,medium,medium,medium,heavy,medium_age
F,medium,large,high,medium,medium,heavy,heavy,young
I,medium,medium,high,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
F,medium,medium,medium,heavy,heavy,medium,heavy,young
M,medium,medium,high,medium,medium,medium,medium,medium_age
M,medium,medium,high,medium,heavy,medium,medium,old_age
F,medium,medium,medium,medium,medium,medium,medium,young
M,medium,medium,medium,heavy,heavy,heavy,heavy,medium_age
M,medium,medium,medium,medium,medium,medium,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,medium_age
F,medium,medium,medium,medium,medium,medium,medium,medium_age
M,medium,large,high,heavy,heavy,heavy,heavy,medium_age
I,medium,medium,medium,medium,medium,heavy,medium,medium_age
I,medium,medium,medium,medium,medium,medium,medium,old_age
F,large,medium,medium,medium,medium,medium,medium,young
M,large,medium,medium,medium,medium,medium,medium,medium_age
M,large,medium,medium,medium,heavy,medium,medium,medium_age
I,large,medium,medium,medium,medium,medium,medium,young
F,large,medium,medium,medium,medium,medium,heavy,young
F,large,large,medium,heavy,heavy,medium,heavy,medium_age
M,large,large,high,medium,medium,medium,medium,medium_age
I,large,large,high,medium,medium,heavy,medium,young
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,medium,medium_age
M,large,large,high,heavy,heavy,heavy,medium,medium_age
F,large,medium,medium,medium,heavy,medium,medium,medium_age
M,large,large,medium,medium,medium,medium,medium,young
I,large,large,medium,medium,medium,heavy,medium,medium_age
F,large,large,medium,medium,heavy,heavy,medium,young
F,large,large,medium,medium,medium,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,medium,medium,heavy,heavy,medium,medium_age
F,large,large,high,heavy,heavy,heavy,medium,medium_age
F,large,large,medium,heavy,heavy,heavy,heavy,old_age
M,large,large,high,medium,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,medium,heavy,heavy,medium_age
I,large,large,medium,medium,medium,medium,medium,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,young
M,large,large,high,medium,heavy,heavy,medium,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
I,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,medium,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
I,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
I,large,large,medium,medium,medium,medium,heavy,medium_age
I,large,medium,medium,medium,medium,heavy,heavy,medium_age
M,large,large,medium,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,medium,heavy,medium_age
I,large,large,medium,heavy,heavy,medium,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
I,large,large,medium,heavy,medium,heavy,medium,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,young
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
I,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,medium,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,medium,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,medium,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,medium_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,young
F,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
F,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
M,large,large,high,heavy,heavy,heavy,heavy,old_age
I,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
F,small,small,medium,medium,medium,medium,medium,young
M,small,small,medium,medium,medium,light,light,young
I,small,small,small,medium,medium,medium,light,young
M,small,small,small,light,light,light,light,young
I,small,small,small,light,light,light,light,young
I,small,small,medium,medium,medium,medium,medium,young
I,small,small,small,light,light,light,light,young
I,small,small,medium,medium,medium,medium,medium,medium_age
M,small,small,small,medium,medium,medium,light,young
I,medium,small,small,light,light,medium,medium,young
M,medium,small,medium,medium,medium,heavy,medium,medium_age
I,medium,small,high,medium,medium,medium,heavy,medium_age
F,medium,small,high,medium,medium,medium,medium,young
M,medium,small,medium,heavy,heavy,heavy,heavy,medium_age
M,medium,small,medium,medium,medium,medium,medium,medium_age
M,medium,medium,medium,medium,heavy,heavy,medium,young
M,medium,small,high,medium,medium,heavy,medium,medium_age
