id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,class_name
1359,I,large,large,medium,heavy,heavy,heavy,heavy,old_age
1360,M,large,large,medium,medium,medium,medium,heavy,medium_age
1361,I,large,medium,medium,medium,medium,medium,medium,old_age
1362,F,large,large,high,heavy,heavy,medium,heavy,medium_age
1363,F,large,large,high,heavy,heavy,medium,medium,old_age
1364,M,large,medium,medium,medium,medium,medium,medium,medium_age
1365,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1366,M,large,large,high,medium,medium,heavy,heavy,medium_age
1367,I,large,large,medium,medium,heavy,medium,medium,medium_age
1368,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1369,M,large,medium,high,medium,heavy,medium,medium,medium_age
1370,F,large,large,medium,medium,heavy,medium,medium,medium_age
1371,M,large,large,high,heavy,heavy,medium,heavy,medium_age
1372,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1373,F,large,large,high,medium,heavy,medium,heavy,old_age
1374,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1375,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1376,F,large,large,medium,heavy,heavy,medium,heavy,medium_age
1377,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1378,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1379,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
1380,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1381,M,large,medium,high,heavy,heavy,heavy,heavy,medium_age
1382,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1383,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1384,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
1385,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1386,I,large,large,high,heavy,heavy,heavy,heavy,old_age
1387,M,large,large,medium,heavy,heavy,medium,heavy,old_age
1388,I,large,large,medium,heavy,heavy,medium,medium,medium_age
1389,M,large,large,high,heavy,heavy,medium,heavy,old_age
1390,M,large,large,high,heavy,heavy,medium,heavy,medium_age
1391,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1392,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1393,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1394,M,large,large,medium,medium,medium,heavy,heavy,medium_age
1395,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1396,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1397,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1398,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1399,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1400,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1401,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1402,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1403,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1404,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1405,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1406,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1407,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1408,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1409,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1410,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1411,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1412,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1413,F,large,large,high,medium,medium,heavy,heavy,medium_age
1414,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1415,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1416,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1417,F,large,large,medium,heavy,heavy,heavy,medium,old_age
1418,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1419,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1420,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1421,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1422,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1423,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1424,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1425,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1426,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1427,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1428,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1429,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1430,I,small,small,small,light,light,light,light,young
1431,I,small,small,small,light,light,light,light,young
1432,I,small,small,medium,light,light,light,light,young
1433,I,small,small,small,light,light,light,light,young
1434,I,small,small,small,light,light,light,light,young
1435,I,small,small,small,light,light,light,light,young
1436,I,small,small,small,light,light,light,light,young
1437,I,small,small,small,light,light,light,light,young
1438,I,small,small,small,light,light,light,light,young
1439,I,small,small,small,light,light,light,light,young
1440,I,small,small,small,light,light,light,light,young
1441,I,small,small,small,light,light,light,light,young
1442,I,small,small,small,light,light,light,light,young
1443,I,small,small,small,light,light,light,light,young
1444,M,small,small,small,light,light,light,light,medium_age
1445,I,small,small,small,light,light,light,light,young
1446,I,small,small,small,light,medium,light,light,young
1447,I,small,small,small,light,light,light,light,young
1448,M,small,small,small,light,medium,light,light,young
1449,I,small,small,small,light,light,light,light,medium_age
1450,M,small,small,medium,light,light,medium,light,young
1451,I,small,small,medium,light,medium,light,light,young
1452,I,small,small,small,light,light,light,light,young
1453,I,small,small,medium,light,light,light,light,medium_age
1454,I,small,small,medium,light,light,light,light,young
1455,I,small,small,small,light,light,light,light,young
1456,M,small,small,medium,medium,medium,medium,light,young
1457,I,small,small,small,light,light,light,light,young
1458,F,small,small,small,medium,medium,light,light,young
1459,I,small,small,medium,light,medium,light,light,young
1460,I,medium,medium,small,light,light,light,light,young
1461,M,medium,medium,small,medium,medium,light,medium,young
1462,M,medium,small,medium,light,medium,light,light,young
1463,F,medium,medium,small,medium,medium,medium,light,young
1464,M,medium,medium,small,light,medium,medium,light,medium_age
1465,F,medium,medium,medium,medium,medium,medium,light,medium_age
1466,I,medium,medium,medium,light,medium,light,medium,young
1467,M,medium,medium,medium,medium,heavy,medium,medium,young
1468,I,medium,medium,medium,medium,medium,medium,medium,young
1469,M,medium,medium,medium,medium,medium,medium,light,young
1470,M,medium,medium,medium,medium,medium,medium,medium,young
1471,I,medium,medium,medium,medium,medium,medium,medium,medium_age
1472,M,medium,medium,medium,medium,medium,medium,medium,young
1473,F,medium,medium,medium,medium,medium,medium,medium,medium_age
1474,F,medium,medium,medium,medium,medium,medium,medium,young
1475,M,medium,medium,high,medium,medium,medium,medium,medium_age
1476,F,medium,medium,medium,medium,heavy,medium,medium,young
1477,F,medium,medium,medium,medium,heavy,medium,medium,medium_age
1478,M,medium,medium,medium,medium,heavy,medium,medium,young
1479,M,medium,large,medium,heavy,heavy,medium,medium,medium_age
1480,M,medium,medium,high,medium,medium,heavy,medium,young
1481,F,medium,medium,high,heavy,heavy,medium,heavy,medium_age
1482,F,medium,medium,medium,medium,heavy,medium,medium,medium_age
1483,M,medium,medium,medium,medium,medium,heavy,medium,young
1484,M,medium,medium,medium,medium,medium,medium,medium,young
1485,F,medium,large,medium,heavy,heavy,heavy,medium,medium_age
1486,F,medium,medium,medium,medium,heavy,medium,medium,young
1487,F,large,medium,high,heavy,heavy,heavy,medium,medium_age
1488,M,large,medium,medium,medium,medium,medium,medium,young
1489,M,large,large,high,heavy,heavy,medium,heavy,medium_age
1490,F,large,large,high,medium,heavy,medium,medium,old_age
1491,F,large,large,high,heavy,medium,heavy,heavy,medium_age
1492,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1493,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1494,I,large,large,medium,medium,medium,medium,medium,young
1495,M,large,large,medium,heavy,heavy,heavy,medium,medium_age
1496,F,large,medium,medium,medium,heavy,heavy,medium,young
1497,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1498,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1499,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1500,M,large,large,medium,heavy,heavy,heavy,medium,medium_age
1501,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1502,M,large,medium,medium,heavy,heavy,heavy,heavy,medium_age
1503,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
1504,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1505,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
1506,M,large,large,high,heavy,heavy,heavy,heavy,young
1507,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1508,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1509,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
1510,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1511,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1512,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1513,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1514,M,large,large,medium,heavy,heavy,heavy,medium,young
1515,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1516,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1517,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1518,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
1519,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1520,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1521,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1522,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1523,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1524,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1525,F,large,large,high,heavy,heavy,heavy,heavy,old_age
1526,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1527,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1528,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1529,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1530,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
1531,M,large,large,high,heavy,heavy,heavy,heavy,old_age
1532,I,small,small,small,light,light,light,light,young
1533,I,small,small,small,light,light,light,light,young
1534,I,small,small,small,light,light,light,light,young
1535,I,small,small,small,light,light,light,light,young
1536,I,small,small,small,light,light,light,light,young
1537,I,small,small,small,light,light,light,light,young
1538,I,small,small,small,light,light,light,light,young
1539,I,small,small,small,light,light,light,light,young
1540,I,small,small,small,light,light,light,light,young
1541,I,small,small,small,light,light,light,light,young
1542,I,small,small,small,light,light,light,light,young
1543,I,small,small,small,light,light,light,light,young
1544,I,small,small,small,light,light,light,light,young
1545,I,small,small,small,light,light,light,light,young
1546,I,small,small,small,light,light,light,light,young
1547,I,small,small,small,light,light,light,light,young
1548,I,small,small,small,light,light,light,light,young
1549,I,small,small,small,light,light,light,light,young
1550,I,small,small,small,light,light,light,light,young
1551,I,small,small,small,light,light,light,light,young
1552,I,small,small,small,light,light,light,light,young
1553,I,small,small,small,light,light,light,light,young
1554,I,small,small,small,light,light,light,light,young
1555,I,small,small,small,light,light,light,light,young
1556,I,small,small,small,light,light,light,light,young
1557,I,small,small,small,light,light,light,light,young
1558,I,small,small,small,light,light,light,light,young
1559,I,small,small,small,light,light,light,light,young
1560,I,small,small,small,light,light,light,light,young
1561,I,small,small,small,light,light,light,light,young
1562,I,small,small,small,light,light,light,light,young
1563,I,small,small,small,light,light,light,light,young
1564,I,small,small,small,light,light,light,light,medium_age
1565,I,small,small,small,light,light,light,light,young
1566,I,small,small,small,light,light,light,light,young
1567,I,small,small,small,light,light,light,light,medium_age
1568,I,small,small,small,light,light,light,light,young
1569,I,small,small,medium,light,light,light,light,young
1570,I,small,small,medium,medium,medium,medium,medium,young
1571,M,small,small,small,light,light,light,light,young
1572,I,small,small,medium,light,light,medium,light,young
1573,I,small,small,medium,light,light,light,medium,medium_age
1574,I,small,small,small,light,medium,light,light,young
1575,M,small,small,high,light,light,light,medium,young
1576,I,medium,small,medium,medium,medium,medium,light,young
1577,I,medium,small,small,light,light,light,light,young
1578,I,medium,medium,medium,medium,medium,medium,medium,young
1579,I,medium,small,medium,light,light,light,light,young
1580,I,medium,medium,small,medium,medium,medium,medium,young
1581,I,medium,medium,small,medium,medium,medium,medium,young
1582,I,medium,medium,small,medium,medium,medium,medium,young
1583,I,medium,small,medium,medium,medium,medium,medium,medium_age
1584,I,medium,medium,medium,medium,medium,medium,light,young
1585,F,medium,small,small,medium,medium,medium,light,young
1586,I,medium,small,medium,light,light,medium,light,medium_age
1587,I,medium,small,small,light,light,medium,light,medium_age
1588,I,medium,medium,medium,medium,medium,medium,medium,young
1589,I,medium,medium,medium,medium,medium,medium,medium,young
1590,I,medium,medium,medium,medium,medium,medium,medium,medium_age
1591,I,medium,medium,medium,light,light,light,medium,young
1592,M,medium,medium,medium,medium,medium,medium,medium,young
1593,I,medium,medium,small,medium,medium,medium,medium,medium_age
1594,I,medium,medium,medium,medium,medium,medium,medium,young
1595,I,medium,medium,medium,medium,medium,medium,medium,young
1596,M,medium,medium,medium,medium,medium,medium,medium,medium_age
1597,I,medium,medium,small,medium,medium,medium,medium,young
1598,I,medium,medium,medium,medium,medium,medium,medium,medium_age
1599,I,medium,medium,medium,light,light,medium,medium,medium_age
1600,I,medium,medium,medium,medium,medium,medium,medium,old_age
1601,I,medium,medium,medium,medium,medium,medium,medium,young
1602,I,medium,medium,high,medium,medium,medium,medium,medium_age
1603,I,medium,medium,medium,medium,medium,medium,medium,medium_age
1604,I,medium,medium,medium,medium,medium,medium,medium,medium_age
1605,M,medium,medium,medium,medium,medium,heavy,medium,medium_age
1606,I,medium,medium,medium,medium,medium,light,medium,medium_age
1607,I,medium,medium,medium,medium,medium,medium,medium,medium_age
1608,I,medium,medium,medium,medium,medium,medium,medium,young
