id,bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,class_name
1761,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,nowin
1762,t,f,f,f,f,f,f,f,f,f,t,f,l,f,b,f,t,won
1763,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,won
1764,f,f,f,f,t,t,f,f,f,f,f,f,g,f,n,f,f,won
1765,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,won
1766,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1767,f,f,f,f,t,f,f,f,f,t,f,f,g,f,n,f,f,won
1768,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1769,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,nowin
1770,f,f,f,f,f,t,t,f,f,t,t,t,l,f,n,f,f,nowin
1771,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1772,f,f,f,t,f,t,t,t,t,t,f,f,l,f,n,f,f,nowin
1773,f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
1774,f,f,f,f,t,f,t,t,t,f,t,f,g,f,b,f,f,nowin
1775,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1776,f,f,f,t,t,t,t,t,t,f,f,f,l,f,n,f,f,won
1777,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1778,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1779,f,f,f,f,t,f,t,f,f,f,f,f,l,f,b,f,f,nowin
1780,f,t,f,t,t,t,f,f,t,f,f,f,l,f,n,t,f,won
1781,f,f,f,f,t,f,t,t,t,f,t,f,l,f,w,f,f,won
1782,f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,won
1783,f,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,nowin
1784,t,f,f,t,t,f,t,t,t,t,t,f,l,f,w,f,f,nowin
1785,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
1786,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
1787,f,f,f,t,t,f,f,f,t,f,t,f,g,f,n,f,f,won
1788,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1789,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,t,f,nowin
1790,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,nowin
1791,f,f,f,f,f,t,f,f,f,t,f,t,l,f,n,f,f,nowin
1792,f,f,f,f,f,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1793,f,f,t,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1794,f,f,f,f,f,f,t,f,f,f,f,f,g,f,b,f,f,nowin
1795,f,f,f,f,f,t,t,f,f,t,t,t,l,f,n,f,t,nowin
1796,t,f,f,f,t,f,t,t,t,t,t,f,l,f,b,f,f,nowin
1797,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,won
1798,f,f,f,f,f,t,t,f,f,t,t,t,l,f,n,f,t,won
1799,f,f,f,f,t,t,t,f,f,t,t,f,g,f,n,f,f,nowin
1800,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1801,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,won
1802,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
1803,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
1804,f,f,f,f,t,t,t,f,f,f,t,f,l,f,n,f,f,nowin
1805,f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,won
1806,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1807,f,f,f,f,f,t,t,f,f,f,t,t,l,f,n,f,f,nowin
1808,f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,won
1809,f,f,f,f,f,t,t,f,f,f,t,t,l,f,w,f,t,won
1810,f,f,f,f,t,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1811,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1812,f,f,f,f,f,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1813,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1814,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,t,f,nowin
1815,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1816,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1817,f,f,f,f,f,f,f,f,t,f,t,t,l,f,n,f,t,won
1818,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1819,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1820,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,won
1821,f,f,f,f,f,f,f,f,t,f,t,f,g,f,n,f,f,nowin
1822,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1823,f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,won
1824,f,f,f,t,t,f,f,f,f,f,t,f,l,f,w,f,f,won
1825,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1826,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1827,f,f,f,f,f,f,t,t,t,t,t,t,g,f,n,f,f,nowin
1828,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1829,t,f,f,f,f,f,t,f,f,f,t,f,l,f,b,f,f,won
1830,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
1831,f,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1832,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1833,f,f,f,f,f,f,f,f,f,t,t,f,l,f,b,f,f,nowin
1834,f,f,f,f,f,t,t,f,f,t,t,t,l,f,n,f,t,nowin
1835,f,f,f,f,f,f,t,f,f,t,t,f,l,f,w,f,f,nowin
1836,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1837,f,f,f,f,t,f,f,f,t,f,t,f,l,f,b,f,f,nowin
1838,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,f,nowin
1839,f,f,f,f,f,f,t,t,t,f,f,t,g,f,n,f,f,nowin
1840,f,f,f,t,t,t,t,t,t,f,f,f,g,f,n,f,f,nowin
1841,f,t,f,t,f,t,f,f,f,t,f,f,l,f,n,t,f,nowin
1842,f,t,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1843,f,f,f,t,t,t,f,f,f,t,f,f,g,f,n,f,f,won
1844,f,f,f,f,f,t,f,f,t,f,t,f,l,f,w,f,f,won
1845,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
1846,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1847,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
1848,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1849,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
1850,f,f,f,f,f,t,f,f,t,f,t,f,l,f,w,f,f,won
1851,f,f,f,f,f,t,t,f,t,f,t,f,g,f,n,f,f,won
1852,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,nowin
1853,t,f,f,f,f,f,f,f,f,f,t,f,l,f,b,f,f,nowin
1854,t,f,f,f,t,f,t,f,f,f,t,f,g,f,n,f,f,won
1855,f,f,f,f,t,f,t,t,t,t,t,f,g,f,b,f,f,nowin
1856,f,f,f,f,f,f,t,f,f,f,f,f,g,f,n,f,f,nowin
1857,t,f,f,f,f,t,f,f,f,f,t,f,l,f,b,f,f,won
1858,f,f,f,f,f,f,f,f,f,t,t,f,g,f,b,f,f,nowin
1859,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
1860,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1861,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
1862,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,t,won
1863,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1864,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
1865,f,f,f,f,t,f,t,t,t,f,t,f,g,f,n,f,f,won
1866,f,f,f,f,f,f,t,t,t,f,t,f,g,f,n,f,f,nowin
1867,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1868,f,f,f,f,f,f,t,t,t,f,t,f,l,f,w,f,f,won
1869,f,f,f,f,f,f,f,f,f,t,t,t,l,f,n,f,t,won
1870,f,f,f,t,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1871,f,f,f,f,t,f,t,f,f,t,t,f,l,f,w,f,f,won
1872,f,f,f,t,f,t,t,t,t,f,t,f,l,f,w,f,f,won
1873,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
1874,f,f,f,f,f,f,t,f,f,t,f,f,g,f,n,f,f,nowin
1875,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,nowin
1876,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1877,f,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
1878,f,f,f,f,f,f,t,t,t,f,t,f,l,f,w,f,f,won
1879,f,t,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,nowin
1880,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1881,f,f,f,f,t,f,t,t,t,f,t,f,g,f,b,f,f,nowin
1882,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,nowin
1883,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1884,f,f,f,f,f,f,f,f,t,f,t,f,g,f,n,f,f,won
1885,f,t,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
1886,t,f,f,f,f,t,t,f,f,f,t,f,g,f,n,f,f,won
1887,f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,nowin
1888,f,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,won
1889,t,f,f,f,t,t,f,f,f,f,t,f,l,f,n,f,f,won
1890,f,f,t,f,f,t,t,f,f,t,t,f,g,f,b,f,f,nowin
1891,f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,won
1892,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,nowin
1893,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1894,f,f,f,f,t,t,f,t,t,t,f,f,g,f,n,f,f,nowin
1895,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,won
1896,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1897,t,f,t,f,f,t,t,f,f,f,t,f,l,f,n,f,f,nowin
1898,f,t,f,f,f,f,f,f,t,f,f,f,l,f,w,t,f,won
1899,f,f,f,f,t,t,t,t,t,t,f,f,l,f,n,f,f,nowin
1900,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1901,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1902,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,nowin
1903,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
1904,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
1905,t,f,f,f,t,t,t,t,t,f,t,f,l,f,b,f,f,won
1906,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1907,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1908,f,f,f,f,f,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1909,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1910,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1911,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,won
1912,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1913,f,f,f,f,t,t,t,f,t,f,f,f,l,f,n,f,f,won
1914,f,f,f,f,f,t,t,f,t,f,t,f,l,f,w,f,f,won
1915,f,f,f,f,t,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1916,f,f,f,f,t,t,t,t,t,f,t,f,g,f,b,f,f,won
1917,f,t,f,t,f,t,f,f,t,f,t,f,l,f,w,t,f,won
1918,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,won
1919,f,f,f,t,f,t,t,t,t,f,t,f,l,f,n,f,f,won
1920,t,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1921,f,f,f,f,f,f,f,f,t,f,f,t,l,f,n,f,f,won
1922,t,f,f,f,t,t,t,f,t,f,t,f,g,f,b,f,f,won
1923,f,f,f,f,t,f,f,f,f,f,f,f,g,f,n,f,f,won
1924,f,f,f,f,f,f,t,f,f,t,t,f,l,f,n,f,f,nowin
1925,t,t,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,won
1926,f,f,f,f,t,t,t,f,f,t,t,f,l,f,w,f,f,nowin
1927,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,t,f,nowin
1928,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1929,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1930,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1931,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1932,t,f,t,f,f,f,t,t,t,t,t,f,l,f,w,f,f,nowin
1933,f,f,f,f,f,t,f,t,t,t,t,f,l,f,b,f,f,nowin
1934,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
1935,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,won
1936,f,f,f,f,t,f,t,t,t,f,t,f,l,f,n,f,f,won
1937,f,f,f,f,t,f,t,f,f,f,t,f,l,f,w,f,f,won
1938,t,f,f,f,t,t,t,t,t,f,t,f,l,f,b,f,f,won
1939,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,won
1940,f,f,f,f,t,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1941,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,t,won
1942,t,f,f,f,f,t,t,f,f,f,t,f,g,f,b,f,f,won
1943,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,won
1944,t,f,f,f,t,t,t,t,t,f,t,f,l,f,n,f,f,nowin
1945,f,f,f,f,f,t,t,t,t,f,t,f,l,f,w,f,f,won
1946,f,f,f,t,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1947,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1948,t,f,t,f,f,f,t,t,t,t,t,f,g,f,n,t,f,nowin
1949,f,f,t,f,t,t,t,f,f,f,f,f,l,f,n,f,f,nowin
1950,t,f,f,f,t,f,f,f,t,f,t,f,l,f,b,f,f,won
1951,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1952,f,f,f,f,f,f,f,f,t,f,f,t,l,f,n,f,f,nowin
1953,f,f,f,f,t,t,t,f,f,f,t,f,l,f,n,t,f,nowin
1954,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,won
1955,f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
1956,f,f,f,f,t,f,t,f,f,f,t,f,l,f,n,f,f,won
1957,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,t,f,nowin
1958,f,f,t,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1959,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1960,f,f,f,t,f,t,t,t,t,t,t,f,l,f,n,f,f,won
1961,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,f,nowin
1962,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
1963,f,f,f,f,f,f,t,t,t,f,f,t,g,f,n,f,f,nowin
1964,f,f,f,f,f,f,f,f,f,f,t,t,l,f,w,f,f,won
1965,f,f,f,t,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1966,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,nowin
1967,t,f,f,t,t,t,t,t,t,f,t,f,g,f,n,f,f,nowin
1968,f,f,f,f,t,f,t,t,t,f,t,f,l,f,w,f,f,won
1969,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,nowin
1970,f,f,f,f,t,f,f,f,f,f,f,f,g,f,n,f,f,won
1971,f,t,f,f,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
1972,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1973,f,f,f,f,f,f,f,f,t,f,t,t,l,f,n,f,t,won
1974,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1975,f,t,f,t,f,f,f,f,t,f,f,f,l,f,w,t,f,won
1976,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1977,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1978,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1979,f,f,f,t,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1980,f,f,f,f,f,f,t,t,t,f,t,f,l,f,w,f,f,won
1981,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1982,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,nowin
1983,f,f,f,f,f,t,t,t,t,f,f,f,g,f,n,f,f,won
1984,f,f,f,f,f,f,f,f,f,f,f,f,g,f,b,f,f,nowin
1985,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,won
1986,t,f,f,f,t,t,t,t,t,f,t,f,l,f,n,f,f,won
1987,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
1988,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
1989,t,f,f,f,t,t,t,f,t,f,t,f,l,f,n,f,f,nowin
1990,f,f,f,f,t,f,t,f,f,f,t,f,l,f,n,f,f,nowin
1991,f,f,f,f,f,t,f,f,t,f,t,f,l,f,w,f,f,won
1992,f,f,f,f,f,t,t,f,f,f,t,t,g,f,n,f,f,won
1993,f,f,t,t,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1994,f,f,f,f,f,f,f,f,f,t,t,f,l,f,b,f,f,nowin
1995,f,f,f,f,t,f,f,f,t,f,t,f,g,f,b,f,f,nowin
1996,f,f,t,f,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1997,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1998,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1999,f,t,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
2000,f,t,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
2001,f,f,f,f,t,t,t,f,f,t,t,f,l,f,n,f,f,nowin
2002,f,f,f,t,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2003,t,f,f,f,t,f,t,t,t,t,t,f,g,f,b,f,f,nowin
2004,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
2005,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2006,f,f,t,f,t,t,t,f,f,t,f,f,g,f,n,f,f,nowin
2007,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,t,f,nowin
2008,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,nowin
2009,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2010,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,t,won
2011,t,f,f,f,t,f,t,t,t,t,t,f,l,f,w,f,f,nowin
2012,f,f,f,f,t,f,t,f,f,f,t,f,l,f,w,f,f,won
2013,f,f,f,f,t,t,f,t,t,t,f,f,g,f,n,f,f,nowin
2014,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
2015,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2016,f,f,f,f,t,f,t,f,f,f,t,f,l,f,w,f,f,won
2017,f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,nowin
2018,t,f,f,f,t,t,f,f,t,f,t,f,g,f,b,f,f,won
2019,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
2020,f,f,f,f,t,t,t,f,f,t,f,f,l,f,n,f,f,nowin
2021,f,t,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
2022,f,f,f,f,t,f,t,f,f,f,f,f,g,f,n,f,f,nowin
2023,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,t,f,nowin
2024,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
2025,f,f,f,f,f,f,f,f,f,t,t,f,g,f,b,f,f,nowin
2026,f,f,f,t,t,t,f,f,t,f,f,f,g,f,n,f,f,won
2027,t,f,f,f,t,t,t,t,t,f,t,f,g,f,n,f,f,won
2028,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
2029,t,t,f,t,f,f,f,f,f,f,t,f,g,t,b,t,f,nowin
2030,f,f,f,f,f,f,t,f,t,f,f,f,l,f,n,f,f,won
2031,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
2032,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2033,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,t,f,nowin
2034,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
2035,f,f,f,f,t,f,t,f,f,f,f,f,g,f,n,f,f,nowin
2036,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2037,f,f,f,f,f,t,f,t,t,t,t,f,l,f,b,f,f,nowin
2038,f,t,t,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2039,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2040,f,f,f,t,t,t,f,f,f,t,f,f,g,f,n,f,f,won
2041,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2042,f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,nowin
2043,f,f,f,f,t,f,f,f,f,f,t,f,g,f,n,f,f,nowin
2044,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
2045,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2046,f,f,f,f,f,f,t,f,t,f,f,f,g,f,n,f,f,won
2047,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,t,f,nowin
2048,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
2049,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
2050,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
2051,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
2052,f,f,f,t,f,t,f,f,f,f,t,f,l,f,w,f,f,won
2053,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2054,t,f,f,t,f,f,f,f,f,f,t,f,g,t,n,f,f,nowin
2055,f,t,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
2056,f,f,f,f,f,f,t,f,f,f,t,f,l,f,n,f,f,nowin
2057,t,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
2058,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
2059,f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,nowin
2060,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,nowin
2061,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,t,f,nowin
2062,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
2063,f,f,f,t,t,t,t,t,t,f,f,f,l,f,n,f,f,won
2064,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,f,f,won
2065,t,f,t,f,f,t,f,f,f,f,t,f,l,f,b,t,f,nowin
2066,f,t,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2067,t,f,f,f,f,f,t,f,f,f,f,t,g,f,n,f,f,nowin
2068,f,f,f,f,t,f,t,f,f,t,t,f,l,f,n,f,f,nowin
2069,t,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2070,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,won
2071,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
2072,f,f,f,f,f,f,t,t,t,t,t,f,l,f,n,f,f,nowin
2073,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2074,t,f,t,f,f,t,t,f,f,f,t,f,l,f,b,f,f,nowin
2075,f,f,f,f,f,t,t,t,t,t,f,f,g,f,n,f,f,nowin
2076,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,f,won
2077,f,f,f,t,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
2078,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,t,won
2079,f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,nowin
2080,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,nowin
2081,f,f,f,t,f,t,f,f,f,f,t,f,l,f,w,f,f,won
2082,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,won
2083,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
2084,f,f,f,f,f,f,f,f,t,f,t,t,l,f,n,f,f,nowin
2085,f,f,f,f,f,t,t,f,t,f,f,f,l,f,n,f,f,won
2086,f,f,f,f,t,f,t,f,f,t,f,f,g,f,n,f,f,nowin
2087,f,f,f,f,f,t,t,f,f,f,t,f,g,f,n,f,f,won
2088,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2089,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
2090,f,f,t,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2091,f,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,won
2092,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,nowin
2093,f,f,f,f,f,t,f,t,t,t,f,f,l,f,n,f,f,nowin
2094,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
2095,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,won
2096,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
2097,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
2098,f,f,f,f,t,t,f,f,f,t,f,f,g,f,n,f,f,won
2099,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,won
2100,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2101,f,f,f,f,f,t,f,t,t,t,f,f,l,f,n,f,f,nowin
2102,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
2103,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
2104,f,f,f,f,t,t,t,t,t,t,t,f,g,f,n,f,f,nowin
2105,f,f,f,f,t,t,t,f,f,t,t,f,l,f,n,f,f,nowin
2106,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2107,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,nowin
2108,f,f,f,f,f,t,t,t,t,f,t,f,l,f,w,f,f,won
