id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class_name
1554,x,y,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,e
1555,x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
1556,x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
1557,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,e
1558,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
1559,x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,p
1560,f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,e
1561,x,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
1562,x,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
1563,f,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e
1564,x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1565,f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e
1566,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1567,x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1568,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e
1569,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
1570,x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1571,x,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e
1572,x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
1573,x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e
1574,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,p
1575,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e
1576,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e
1577,x,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1578,f,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,e
1579,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e
1580,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,p
1581,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,p
1582,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,p
1583,f,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,e
1584,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p
1585,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,p
1586,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1587,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
1588,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e
1589,f,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,p
1590,f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
1591,x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,e
1592,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e
1593,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,e
1594,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,p
1595,x,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
1596,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,p
1597,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,p
1598,f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,p
1599,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,p
1600,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,e
1601,f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e
1602,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1603,x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,p
1604,f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1605,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,p
1606,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
1607,f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
1608,f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,e
1609,x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
1610,f,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,e
1611,b,s,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,p
1612,f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e
1613,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p
1614,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,p
1615,f,y,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,e
1616,x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e
1617,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e
1618,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,e
1619,x,f,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,e
1620,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p
1621,f,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e
1622,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1623,f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e
1624,x,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,p
1625,x,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,e
1626,f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e
1627,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,e
1628,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1629,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e
1630,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1631,x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,e
1632,f,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,p
1633,f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
1634,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e
1635,x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1636,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e
1637,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1638,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u,e
1639,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p
1640,x,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
1641,f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1642,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,p
1643,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1644,f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,p
1645,f,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
1646,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e
1647,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e
1648,x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1649,x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,p
1650,f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,p
1651,f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,p
1652,b,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
1653,f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e
1654,f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,e
1655,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,p
1656,x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,e
1657,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
1658,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e
1659,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1660,b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
1661,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
1662,x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
1663,x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e
1664,f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,p
1665,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,p
1666,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
1667,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
1668,x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
1669,x,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,e
1670,f,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
1671,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,p
1672,x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
1673,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p
1674,x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,e
1675,x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,e
1676,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e
1677,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p
1678,f,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,p
1679,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1680,f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,p
1681,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,e
1682,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p
1683,f,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e
1684,k,y,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p
1685,x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e
1686,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
1687,x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
1688,x,y,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e
1689,f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
1690,f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,p
1691,x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,p
1692,x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e
1693,x,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e
1694,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,p
1695,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
1696,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,p
1697,f,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,p
1698,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,p
1699,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
1700,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,e
1701,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,p
1702,f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,p
1703,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
1704,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,e
1705,x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1706,f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
1707,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
1708,x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,e
1709,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p
1710,f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1711,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,p
1712,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,p
1713,f,y,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
1714,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
1715,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
1716,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,p
1717,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
1718,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
1719,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
1720,k,g,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p
1721,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,p
1722,x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
1723,f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
1724,f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,p
1725,f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,p
1726,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,p
1727,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e
1728,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,p
1729,f,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p
1730,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p
1731,f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e
1732,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,p
1733,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,e
1734,x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
1735,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,p
1736,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1737,x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1738,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,p
1739,x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,e
1740,f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e
1741,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e
1742,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1743,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,e
1744,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,p
1745,f,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e
1746,f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e
1747,f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
1748,x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,e
1749,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e
1750,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p
1751,b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e
1752,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p
1753,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,p
1754,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
1755,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
1756,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,p
1757,x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e
1758,f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
1759,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e
1760,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1761,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
1762,x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e
1763,f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
1764,f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1765,f,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,p
1766,f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,p
1767,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,e
1768,f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,e
1769,x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e
1770,x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e
1771,x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
1772,x,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,e
1773,x,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,p
1774,x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,e
1775,x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e
1776,x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,p
1777,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e
1778,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,p
1779,f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,p
1780,f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e
1781,x,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
1782,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
1783,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,p
1784,f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e
1785,x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,p
1786,x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e
1787,x,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,e
1788,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
1789,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
1790,f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
1791,f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
1792,x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e
1793,x,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,e
1794,f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,p
1795,x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
1796,x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e
1797,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
1798,b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e
1799,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
1800,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,e
1801,x,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,p
1802,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e
1803,f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,p
1804,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,p
1805,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
1806,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e
1807,f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e
1808,f,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
1809,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
1810,f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,e
1811,x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e
1812,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,p
1813,x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
1814,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
1815,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,e
1816,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,p
1817,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,p
1818,x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
1819,x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,e
1820,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e
1821,f,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e
1822,x,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e
1823,x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p
1824,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,p
1825,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,p
1826,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e
1827,x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,e
1828,f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
1829,f,y,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,p
1830,x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1831,x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,p
1832,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,p
1833,x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e
1834,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,e
1835,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,p
